brief_id,difficulty,variation,cycle,primary_text,headline,clarity,value_prop,cta,brand_voice,emotional_resonance,average_score,weakest_dimension,status,tokens_used,cost_usd
brief_002,medium,1,4,"Are SAT scores holding them back? Imagine gaining 200+ points in just 8 weeks! Our top 5% tutors provide focused 1-on-1 instruction, a clear path beyond group classes. Every week counts towards their target score. Ensure they're prepared for the next test. Start with a free diagnostic assessment.",Achieve 200+ Point SAT Score Improvement.,7.8,8.3,9.0,7.2,7.6,7.98,brand_voice,published,6000,0.013612500000000001
brief_002,medium,2,2,"Students improve SAT scores by 200+ points on average with Shreelakshmi Tutors experts! Our experts, all in the top 5%, provide focused guidance where students need it most. Over 3.4 million learner sessions rated. Start free.",Targeted 1-on-1: Boost SAT Scores,8.5,7.8,9.0,8.0,6.5,7.96,emotional_resonance,below_threshold,4000,0.009075000000000001
brief_002,medium,2,3,"Worried about college admissions? Students improve SAT scores by 200+ points on average with Shreelakshmi Tutors experts! Our experts, all in the top 5%, provide focused guidance where students need it most. Over 3.4 million learner sessions rated. Start free.","Boost SAT Scores, Ease College Worries",8.5,8.0,9.0,7.5,7.0,8.0,emotional_resonance,published,4000,0.009075000000000001
brief_002,medium,3,1,"Expensive group SAT classes are rarely the solution for a truly competitive score. Princeton Review and Kaplan charge $1,500-$2,500 for group classes that move at *their* pace, not your child's. Elite Northeast schools demand more than a generic boost. Our top 5% tutors provide 1-on-1 focus, matched in 24 hours to exact weak areas. Average 200+ point gains. Stop hoping. Get results.",Real Gains Require Real 1-on-1 Attention,,,,,,,,scan_failed,6000,0.013612500000000001
brief_002,medium,3,2,"Expensive group SAT classes are rarely the solution for a truly competitive score. Many programs charge $1,500-$2,500 for group classes that move at *their* pace, not individual needs. Elite Northeast schools demand more than general preparation. Our top 5% tutors provide 1-on-1 focus, matched in 24 hours to exact weak areas. Average 200+ point gains. Stop hoping. Get results.",Real Gains Require Real 1-on-1 Attention,6.5,8.5,7.5,6.0,7.8,7.26,brand_voice,below_threshold,6000,0.013612500000000001
brief_002,medium,3,3,"Expensive group SAT classes are rarely the solution for a truly competitive score. Many programs charge $1,500-$2,500 for group classes that move at *their* pace, not individual needs. Elite Northeast schools demand more than general preparation. Our top 5% tutors provide 1-on-1 focus, matched in 24 hours to exact weak areas. Average 200+ point gains. Stop hoping. Get results.",Real Gains Require Real 1-on-1 Attention,,,,,,,,regen_validation_failed,6000,0.013612500000000001
brief_002,medium,3,4,"Students gain an average of 200+ SAT points with our focused 1-on-1 tutoring. Elite Northeast schools demand more than general preparation; our top 5% tutors provide individualized focus, matched in 24 hours to exact weak areas. Get results.",Real Gains Require Real 1-on-1 Attention,7.8,8.1,7.2,6.8,6.5,7.28,emotional_resonance,below_threshold,6000,0.013612500000000001
brief_002,medium,3,5,"Students gain an average of 200+ SAT points with our focused 1-on-1 tutoring. Don't let a score gap threaten competitive university admissions; our top 5% tutors provide individualized focus, matched in 24 hours to exact weak areas.",Real Gains Require Real 1-on-1 Attention,7.8,8.5,7.2,7.5,8.0,7.8,call_to_action,published,6000,0.013612500000000001
brief_002,medium,4,1,"You've compared options. The numbers still aren't adding up. We hear you. Investing in SAT tutoring should deliver clear results, not just another course. Unlike the group classes at Princeton Review or Kaplan, we deliver focused 1-on-1 coaching from our top 5% vetted tutors, matched to your child in 24 hours. See a free diagnostic assessment of their path to 200+ points.",Clear SAT Progress. Unmatched 1-on-1 Value.,,,,,,,,scan_failed,8000,0.01815
brief_002,medium,4,2,"Is your SAT score not improving despite your efforts? Investing in SAT tutoring should deliver clear results, not just another course. We provide focused 1-on-1 coaching from our top 5% vetted tutors, matched in 24 hours. See a free diagnostic assessment for a path to 200+ points.",Clear SAT Progress. Unmatched 1-on-1 Value.,7.8,8.1,8.5,6.8,7.2,7.68,brand_voice,below_threshold,8000,0.01815
brief_002,medium,4,3,"Feeling frustrated by slow SAT score progress? You deserve tutoring that delivers real, measurable gains. Our focused 1-on-1 coaching connects you with top 5% vetted tutors in just 24 hours. Discover your path to 200+ points with a free diagnostic assessment.",Clear SAT Progress. Unmatched 1-on-1 Value.,7.8,8.3,9.0,6.8,7.5,7.88,brand_voice,below_threshold,8000,0.01815
brief_002,medium,4,4,"Feeling frustrated by slow SAT score progress? Achieve real, measurable gains with focused 1-on-1 coaching. Our service connects you with top 5% vetted tutors in just 24 hours. Discover your path to 200+ points with a free diagnostic assessment.",Clear SAT Progress. Unmatched 1-on-1 Value.,7.8,8.3,9.0,6.8,7.5,7.88,brand_voice,below_threshold,8000,0.01815
brief_002,medium,4,5,"Feeling frustrated by slow SAT score progress? Achieve real, measurable gains with focused 1-on-1 coaching. Connect with highly-rated tutors, averaging 4.9/5 stars, in just 24 hours. Discover your path to 200+ points with a free diagnostic assessment.",Clear SAT Progress. Unmatched 1-on-1 Value.,7.8,8.3,8.5,6.8,7.4,7.76,brand_voice,below_threshold,8000,0.01815
brief_003,easy,0,1,"Staring at that practice test, seeing the same score *again*? You're not alone. You’re motivated, but grinding hours with no real movement is frustrating. Imagine knowing exactly what to fix. Our top 5% tutors help students just like you move past those plateaus. Get matched in 24 hours based on your exact weak areas. Start with a free diagnostic assessment and map your path to real score gains.",Break Through Your SAT Score Plateau.,,,,,,,,scan_failed,4000,0.009075000000000001
brief_003,easy,0,2,"Staring at that practice test, seeing the same score *again*? You're not alone. You’re motivated, but grinding hours with no real movement is frustrating. Imagine knowing exactly what to focus on. Our experienced tutors guide students like you past those plateaus. Get matched in 24 hours based on what you need to improve. Start with a free diagnostic assessment and discover how to make progress.",Break Through Your SAT Score Plateau.,7.8,6.5,8.5,7.2,8.0,7.6,value_proposition,below_threshold,4000,0.009075000000000001
brief_003,easy,0,3,"Staring at that practice test, seeing the same score *again*? You're not alone. You’re motivated, but grinding hours with no real movement is frustrating. Imagine knowing exactly what to focus on. Our experienced tutors guide students like you past those plateaus, with an average 200+ point SAT score improvement. Get matched in 24 hours based on what you need to improve. Start with a free diagnostic assessment and discover how to make progress.",Break Through Your SAT Score Plateau.,7.8,8.3,8.5,7.2,8.7,8.1,brand_voice,published,4000,0.009075000000000001
brief_003,easy,1,2,"Over 60% of SAT test takers run out of time? That's not a knowledge problem. You know the material, but rushing hurts scores. Expert educators share built-in calculator and formula tools to solve questions faster. Discover a better way to prepare in 24 hours. Stop guessing if your study method is effective. Students average 200+ point score improvements.",Crush SAT Timing. Master the Test.,5.2,6.8,7.5,6.5,6.3,6.46,clarity,below_threshold,6000,0.013612500000000001
brief_003,easy,1,3,"Struggling with SAT timing, even when you know the answers? It's not about what you know, but how you apply it under pressure. Our expert educators, rigorously vetted, teach proven strategies and calculator tools to solve questions faster. Get matched with a 1-on-1 tutor in 24 hours, focusing on your exact weak areas. Students average 200+ point SAT score improvements, turning timing into a strength. Discover a better way to prepare. Start with a free diagnostic to identify your path to success.",Crush SAT Timing. Master the Test.,6.5,8.0,8.5,7.5,7.0,7.5,clarity,below_threshold,6000,0.013612500000000001
brief_003,easy,1,4,"Struggling with SAT timing, even when you know the answers? Students gain proven strategies and calculator tools to solve questions faster. Receive personalized 1-on-1 guidance within 24 hours, targeting specific challenges. Many students achieve 200+ point SAT score improvements in just 8 weeks, making timing a strength. Prepare smarter. Get a free diagnostic to map your success.",Crush SAT Timing. Master the Test.,7.8,8.3,8.5,7.2,7.4,7.84,brand_voice,published,6000,0.013612500000000001
brief_003,easy,2,1,"Chloe spent hours on YouTube tutorials, copying notes. But her practice test scores just wouldn't budge. You're putting in the work, but not seeing the jump. That's frustrating. It's not about trying harder, it's about prepping smarter. Get matched with a top 5% tutor in 24 hours who knows exactly what *you* need. Stop guessing. Start seeing real results with a free diagnostic. Students like you see a 200+ point average SAT score improvement.","Prep Smart, Not Just Harder.",7.8,8.5,4.2,8.0,8.7,7.44,call_to_action,below_threshold,3500,0.0090375
brief_003,easy,2,2,"Are you studying hard but seeing no improvement in your scores? It's not about trying harder, it's about prepping smarter. Get matched with a top 5% tutor in 24 hours who knows exactly what *you* need. Stop guessing. Start seeing real results with a free diagnostic. Students like you see a 200+ point average SAT score improvement.","Prep Smart, Not Just Harder.",8.5,8.7,9.0,8.3,8.8,8.66,brand_voice,published,3500,0.0090375
brief_003,easy,3,1,"Khan Academy raised her score 10 points. That was the problem. You're working hard, but is it the right work? Stop guessing. Our 1-on-1 tutoring matches you with a top 5% tutor in 24 hours, focusing on *your* exact weak areas. Students see 200+ point average SAT score improvement. Get a clear path to the score you deserve. It starts with a free assessment.",Beyond Basic Prep: Real Score Gains.,,,,,,,,scan_failed,2000,0.004537500000000001
brief_003,easy,3,2,"Are you working hard, but still not seeing the score improvements you deserve? Stop guessing. Our 1-on-1 tutoring matches you with a top 5% tutor in 24 hours, focusing on *your* exact weak areas. Students see 200+ point average SAT score improvement. Get a clear path to the score you deserve. It starts with a free assessment.",Achieve Your Best SAT Score Yet.,8.5,8.8,9.0,8.0,8.7,8.6,brand_voice,published,2000,0.004537500000000001
brief_003,easy,4,1,"You're putting in the hours, grinding on practice tests, but the score feels stuck. We get it. All that effort, but is it the *right* effort? Our Top 5% tutors find your exact weak spots in 24 hours. They adapt to *your* learning style, turning your grind into real 200+ point gains. Over 3.4 million sessions prove it. Start with a free diagnostic.",Your Effort Deserves Real Score Growth.,7.8,8.5,8.7,7.2,8.9,8.22,brand_voice,published,1500,0.0045000000000000005
brief_004,hard,0,1,"SAT scores stuck despite endless effort? We hear you. Shreelakshmi Tutors provides effective 1-on-1 SAT tutoring, matching your child with a Top 5% tutor. Families see an average of 200+ points improvement. Get started today with a free diagnostic assessment and find a clear path to college success.",Clear SAT Path For Texas Families,,,,,,,,scan_failed,6000,0.013612500000000001
brief_004,hard,0,2,"Are SAT scores stuck despite endless effort, leaving you feeling unheard? Shreelakshmi Tutors offers effective 1-on-1 SAT tutoring, connecting students with experienced instructors. Families often see significant score improvement. Discover how our support can help find direction toward college goals.",Trusted SAT Guidance For Texas Families,5.5,4.2,3.0,5.0,6.0,4.74,call_to_action,below_threshold,6000,0.013612500000000001
brief_004,hard,0,3,"Is your child's SAT score stuck, making college goals feel out of reach? Shreelakshmi Tutors delivers 1-on-1 SAT tutoring, with students averaging 200+ point gains in 8 weeks. Find a matched tutor in 24 hours to target exact weak areas.",Texas Families: Achieve 200+ SAT Point Gains.,8.5,8.0,4.5,7.5,7.8,7.26,call_to_action,below_threshold,6000,0.013612500000000001
brief_004,hard,0,4,"Is your child's SAT score stuck, making college goals feel out of reach? Shreelakshmi Tutors delivers 1-on-1 SAT tutoring, with students averaging 200+ point gains in 8 weeks. Find a matched tutor in 24 hours to target exact weak areas.",Texas Families: Achieve 200+ SAT Point Gains.,,,,,,,,regen_validation_failed,6000,0.013612500000000001
brief_004,hard,0,5,"Is your child's SAT score stuck, making college goals feel out of reach? Shreelakshmi Tutors delivers 1-on-1 SAT tutoring, with students averaging 200+ point gains in 8 weeks. Find a matched tutor in 24 hours to target exact weak areas.",Texas Families: Achieve 200+ SAT Point Gains.,8.5,8.0,6.5,7.0,7.8,7.56,call_to_action,below_threshold,6000,0.013612500000000001
brief_004,hard,1,1,"100 points per month. 2 sessions per week. That's the math. For Texas and Arizona families, getting a stronger SAT score opens doors without breaking the bank. Our top 5% tutors, matched to your child in 24 hours, know the system inside out. We simplify the whole process, guiding your child step-by-step to a score that truly reflects their smarts. See weekly progress, not just a final number.","SAT Success: Real Gains, Real Value.",6.5,7.8,3.5,7.2,6.8,6.36,call_to_action,below_threshold,5500,0.013575
brief_004,hard,1,2,"100 points per month. 2 sessions per week. That's the math. For Texas and Arizona families, getting a stronger SAT score opens doors without breaking the bank. Our top 5% tutors, matched to your child in 24 hours, know the system inside out. We simplify the whole process, guiding your child step-by-step to a score that truly reflects their smarts. See weekly progress, not just a final number.","SAT Success: Real Gains, Real Value.",,,,,,,,regen_validation_failed,5500,0.013575
brief_004,hard,1,3,"Imagine your child gaining 200+ SAT points in just 8 weeks, opening college doors? For Texas and Arizona families, this means a stronger SAT score without financial strain. Our top 5% tutors, matched in 24 hours, simplify the process, guiding each student step-by-step to a score that truly reflects their smarts. See weekly progress, not just a final number.","SAT Success: Real Gains, Real Value.",6.5,7.8,3.5,6.8,7.2,6.36,call_to_action,below_threshold,5500,0.013575
brief_004,hard,1,4,"Imagine your child gaining 200+ SAT points in just 8 weeks, opening college doors? For Texas and Arizona families, this means a stronger SAT score without financial strain. Our top 5% tutors, matched in 24 hours, simplify the process, guiding each student step-by-step to a score that truly reflects their smarts. See weekly progress, not just a final number.","SAT Success: Real Gains, Real Value.",,,,,,,,regen_validation_failed,5500,0.013575
brief_004,hard,1,5,"Your child could gain 200+ SAT points in just 8 weeks, opening college doors. For Texas and Arizona families, this means a stronger SAT score without financial strain. Our top 5% tutors, matched in 24 hours, simplify the process, guiding each student step-by-step to a score that truly reflects their abilities. See weekly progress, not just a final number.","SAT Success: Real Gains, Real Value.",6.5,7.8,3.5,6.8,7.2,6.36,call_to_action,below_threshold,5500,0.013575
brief_004,hard,2,1,"Maria's mom worried about college after seeing her 10th grade SAT practice score. A trusted tutor made all the difference. We know the SAT system can feel confusing, especially when you want the best for your child's future without breaking the bank. Shreelakshmi Tutors offers clear, structured guidance from our top 5% tutors, matched to your child in 24 hours. See how real, personalized help can truly raise scores.",Clear Path to College Scores,6.5,5.5,3.5,7.0,7.5,6.0,call_to_action,below_threshold,9500,0.02265
brief_004,hard,2,2,"Worried about SAT scores impacting college dreams? We get it. Shreelakshmi Tutors helps students gain 200+ points on average with top 5% tutors, matched in 24 hours. Get structured guidance for real score improvement.",Clear Path to College Scores,8.5,8.0,9.0,6.5,7.5,7.9,brand_voice,below_threshold,9500,0.02265
brief_004,hard,2,3,"Worried about SAT scores impacting college dreams? Shreelakshmi Tutors provides the precise strategy. Our top 5% tutors deliver 200+ point gains on average, matched in 24 hours. Expect confident, focused guidance.",Expert Tutors Drive SAT Score Gains,7.8,8.3,8.5,6.2,7.1,7.58,brand_voice,below_threshold,9500,0.02265
brief_004,hard,2,4,"Worried about SAT scores impacting college dreams? Shreelakshmi Tutors offers a clear path forward. Our top 5% tutors deliver 200+ point gains on average, matched in 24 hours, providing supportive, focused guidance.",Expert Tutors Drive SAT Score Gains,7.8,8.1,8.5,6.8,7.2,7.68,brand_voice,below_threshold,9500,0.02265
brief_004,hard,2,5,"Worried about SAT scores impacting college dreams? Shreelakshmi Tutors transforms scores. Our top 5% tutors deliver 200+ point gains on average, matched in 24 hours, providing supportive, focused guidance.",Expert Tutors Drive SAT Score Gains,7.8,8.5,9.0,6.5,7.2,7.8,brand_voice,below_threshold,9500,0.02265
brief_004,hard,3,1,"Texas & Arizona families: Smart SAT tutoring now saves money later. Generic options fail; our rigorously vetted top 5% tutors deliver. Get matched in 24 hours. We focus on Digital SAT mastery, opening college doors without re-takes. See the 200+ point average SAT score improvements parents like you have seen. Invest in their future, not endless prep.",Early SAT Prep Saves You More,5.5,6.8,3.5,5.0,6.0,5.36,call_to_action,below_threshold,7500,0.0181125
brief_004,hard,3,2,"Parents, imagine 200+ SAT points opening college doors without re-takes? Our 1-on-1 tutors deliver! See 200+ average score gains with rigorously vetted top 5% experts. Get matched in 24 hours, focusing on Digital SAT mastery. Avoid endless prep; secure their future with proven results.","Achieve 200+ SAT Points, Open College Doors.",6.5,8.0,8.5,7.0,7.5,7.5,clarity,below_threshold,7500,0.0181125
brief_004,hard,3,3,"Your child could gain 200+ SAT points, opening college doors without re-takes. Our 1-on-1 tutors deliver! See 200+ average score gains with rigorously vetted top 5% experts. Get matched in 24 hours, focusing on Digital SAT mastery. Avoid endless prep with proven results.","Achieve 200+ SAT Points, Open College Doors.",6.5,8.0,8.5,7.5,7.0,7.5,clarity,below_threshold,7500,0.0181125
brief_004,hard,3,4,"Worried about SAT scores? Your child could gain 200+ points in 8 weeks, opening college doors easily. Our 1-on-1 experts, rigorously vetted from the top 5%, deliver focused Digital SAT mastery. Get matched with a dedicated tutor in 24 hours for proven score gains.","Achieve 200+ SAT Points, Open College Doors.",7.8,8.5,9.0,7.5,7.2,8.0,emotional_resonance,published,7500,0.0181125
brief_004,hard,4,1,"Worrying if SAT tutoring truly works, or how to afford it? We understand. The SAT can be daunting, but our top 5% vetted tutors and structured plan make it clear. See real results: students average a 200+ point SAT score improvement. Stop guessing. Get clear guidance and personalized support designed for success. Start with a free diagnostic to see your child's path forward.",Real SAT Progress Without The Worry.,6.5,8.0,8.5,7.0,7.5,7.5,clarity,below_threshold,3500,0.0090375
brief_004,hard,4,2,"Students gain 200+ SAT points in 8 weeks with our vetted tutors, making success achievable. The SAT can feel daunting, but our top 5% tutors and structured plan provide clear guidance. Stop guessing; get support designed for success. Start with a free diagnostic to see their path forward.",Real SAT Progress Without The Worry.,7.8,8.3,8.7,7.2,7.5,7.9,brand_voice,published,3500,0.0090375
brief_005,medium,0,1,"After months, her SAT score was 1320. That's when we built a new plan. For ambitious Bay Area and LA students targeting 1450+, our top 5% tutors create a precise strategy. We identify exact weak areas to target those crucial 100+ points. Matched in 24 hours with a tutor who knows how to get 200+ point gains. Stop guessing, start achieving. Your child's path to a top UC or private starts here.",Your Child's 1450+ SAT Plan Starts Here,6.5,8.5,8.0,7.0,7.8,7.56,clarity,below_threshold,9500,0.02265
brief_005,medium,0,2,"Students gain 200+ SAT points in 8 weeks with a focused, precise strategy. For ambitious Bay Area and LA students targeting 1450+, our top 5% tutors create a precise strategy. We identify exact weak areas to target those crucial 100+ points. Matched in 24 hours with a tutor who knows how to get 200+ point gains. Stop guessing, start achieving. Your child's path to a top UC or private starts here.",Your Child's 1450+ SAT Plan Starts Here,6.5,8.5,8.0,6.0,7.5,7.3,brand_voice,below_threshold,9500,0.02265
brief_005,medium,0,3,"Students gain 200+ SAT points in 8 weeks with a focused, precise strategy. For ambitious Bay Area and LA students aiming for 1450+, our expert tutors craft a winning plan. We pinpoint exact challenges to boost scores by 100+ points. Matched in 24 hours with a dedicated tutor who knows how to achieve significant gains. Stop guessing, start achieving. Their path to a top UC or private starts here.",Student's 1450+ SAT Success Starts Here,6.5,8.0,8.5,7.0,7.5,7.5,clarity,below_threshold,9500,0.02265
brief_005,medium,0,4,"Ambitious Bay Area and LA students aiming for 1450+ can gain 200+ SAT points in just 8 weeks! Our expert tutors craft a precise strategy, pinpointing exact challenges for significant score gains. Stop guessing, start achieving your path to a top UC or private.",Student's 1450+ SAT Success Starts Here,6.5,7.8,8.0,5.5,6.8,6.92,brand_voice,below_threshold,9500,0.02265
brief_005,medium,0,5,"Is your child ready to gain 200+ SAT points in just 8 weeks? We help students identify their unique challenges and build a clear path to achieve their college dreams. Stop guessing, start making progress towards their future.",Achieve Higher SAT Scores Confidently,7.5,6.5,8.0,6.0,7.0,7.0,brand_voice,below_threshold,9500,0.02265
brief_005,medium,1,2,"Students achieve 10x the score improvement of Khan Academy, with the same time and effort. Our 1-on-1 plan, with top 5% tutors, identifies specific areas for those targeting top UCs & privates. Matched in 24 hours, they get a strategic path, not just more hours. See why Bay Area and LA parents choose us for impressive 200+ point gains.",Targeting 1450+? Here's the Strategy.,,,,,,,,scan_failed,6500,0.013650000000000002
brief_005,medium,1,3,"Many ambitious students struggle to see real score improvement despite their best efforts. Our 1-on-1 plan, with top 5% tutors, identifies specific areas for those targeting top UCs & privates. Matched in 24 hours, students gain a strategic path, not just more hours. Parents in the Bay Area and LA trust us for significant 200+ point gains.",Targeting 1450+? Here's the Strategy.,6.5,8.0,8.5,7.0,7.5,7.5,clarity,below_threshold,6500,0.013650000000000002
brief_005,medium,1,4,"Students gain 200+ points, achieving a strategic path for top university admissions. Our 1-on-1 guidance, from top 5% tutors, identifies exact score improvements for those aiming for UCs & privates. Matched in 24 hours, students follow a clear strategy. Bay Area and LA parents trust us for proven results.",Targeting 1450+? Here's the Strategy.,5.5,8.0,8.5,6.0,6.5,6.9,clarity,below_threshold,6500,0.013650000000000002
brief_005,medium,1,5,"Imagine your child gaining 200+ points, securing a path to top university admissions. Our 1-on-1 guidance from top 5% tutors clarifies exactly where scores can improve for those aiming for UCs & privates. Get matched with a tutor in 24 hours, starting a clear path forward.",Targeting 1450+? Here's the Strategy.,7.8,8.5,9.0,8.0,8.3,8.32,clarity,published,6500,0.013650000000000002
brief_005,medium,2,1,"Liam scored 1290, but a 1450+ felt out of reach after his first attempt. His parents knew he needed a strategy, not just more practice hours. You've seen the hours. We deliver the precise plan for 200+ point gains. Our top 5% tutors create a 1-on-1 path, matched in 24 hours. Stop guessing. Start excelling for those top UC and private schools.",1290 to 1450+: Your Child's UC Edge.,,,,,,,,scan_failed,6000,0.013612500000000001
brief_005,medium,2,2,"Liam scored 1290, but a 1450+ felt out of reach after his first attempt. His parents knew he needed a strategy, not just more practice hours. You've seen the hours. We provide the precise plan for substantial score increases. Our expert tutors guide students individually, matched in 24 hours. Stop guessing. Start excelling for those top UC and private schools.",1290 to 1450+: A Student's UC Advantage.,6.5,8.3,9.0,7.8,7.2,7.76,clarity,below_threshold,6000,0.013612500000000001
brief_005,medium,2,3,"Struggling for a 1450+ SAT score after a 1290? Students gain 200+ points in 8 weeks with our plan! We provide the precise strategy for substantial score improvements, not just endless practice. Our expert tutors guide students individually, matched in 24 hours. Stop guessing. Start excelling for those top UC and private schools.",1290 to 1450+: A Student's UC Advantage.,6.5,8.5,8.0,7.5,8.0,7.7,clarity,below_threshold,6000,0.013612500000000001
brief_005,medium,2,4,"Students gain 200+ points on the SAT in just 8 weeks with our proven plan. Our precise strategy focuses on substantial score improvements, not just endless practice. Expert tutors guide students individually, with matches made in 24 hours. Stop guessing. Start excelling for top UC and private schools.",1290 to 1450+: A Student's UC Advantage.,7.8,8.5,8.0,7.2,7.5,7.8,brand_voice,published,6000,0.013612500000000001
brief_005,medium,3,1,"Your child’s 1200-1350 SAT score isn't about what they don't know. It’s about uncovering the exact few questions they consistently miss and building a precise strategy for a 1450+. We match your child with a top 5% tutor, often in 24 hours, for the targeted 1-on-1 plan needed for top UC and private schools. Stop guessing; start building a 200+ point path.",Target 1450+? Find Their SAT Breakthrough.,7.8,9.1,8.5,8.7,8.4,8.5,clarity,published,1500,0.0045000000000000005
brief_005,medium,4,1,"You've tried everything for that 1450+. The score still feels stuck. We hear you. Top UCs and privates demand more than just hours. Your child, currently 1200-1350, needs a precise plan, not generic lessons. We deliver a strategic path. Our 1-on-1 tutoring matches your child with a top 5% tutor in 24 hours, focusing on their exact weak areas. It's how students gain 200+ points. Get the plan that finally breaks through. Start with a free diagnostic assessment.",Elite Strategy For Their 1450+ SAT.,7.8,8.5,8.7,8.0,8.3,8.26,clarity,published,1500,0.0045000000000000005
brief_006,easy,0,1,"Your child's SAT is in 8 weeks. That practice score isn't changing on its own. They're capable of more. A free diagnostic assessment quickly pinpoints exactly what's holding them back, so their 1-on-1 tutor can target weak areas. Matched with a Top 5% tutor in 24 hours. Our students average 200+ points on the SAT. Even 100 points per month is possible with 2 sessions per week. Get a plan built just for your child, not a generic course.",SAT Score Stuck? Get Real Results Now.,7.8,8.5,8.9,8.2,8.4,8.36,clarity,published,1500,0.0045000000000000005
