brief_id,difficulty,variation,cycle,clarity,value_prop,cta,brand_voice,emotional_resonance,average_score,weakest_dimension,status,tokens_used,cost_usd
brief_012,hard,2,2,6.5,8.0,8.5,7.0,7.5,7.5,clarity,published,3500,0.0090375
brief_012,hard,3,1,6.5,7.8,4.2,7.3,6.8,6.52,call_to_action,below_threshold,3500,0.0090375
brief_012,hard,3,2,6.5,7.8,8.5,6.8,7.2,7.36,clarity,published,3500,0.0090375
brief_012,hard,4,1,8.5,8.0,4.5,7.5,7.0,7.1,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,0,1,8.5,8.0,4.5,7.5,7.8,7.26,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,1,1,7.8,8.5,8.0,7.5,8.2,8.0,brand_voice,published,1500,0.0045000000000000005
brief_013,hard,2,1,7.8,8.3,4.2,7.9,7.6,7.16,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,3,1,7.8,8.5,4.2,7.5,7.9,7.18,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,4,1,6.5,7.8,4.2,7.3,6.8,6.52,call_to_action,below_threshold,3500,0.0090375
brief_013,hard,4,2,6.5,8.0,8.5,6.0,7.0,7.2,brand_voice,published,3500,0.0090375
brief_014,hard,0,1,8.5,7.8,9.0,6.5,5.5,7.46,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,1,1,8.5,7.8,8.0,6.5,6.0,7.36,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,2,1,8.5,7.8,9.0,6.5,5.8,7.52,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,3,1,8.5,7.8,8.0,6.5,5.5,7.26,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,4,1,8.5,7.8,9.0,6.5,6.2,7.6,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,0,1,7.8,8.3,9.0,8.5,7.2,8.16,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,1,1,7.8,8.3,9.0,8.5,7.2,8.16,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,2,1,8.5,8.7,9.0,8.3,7.8,8.46,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,3,1,7.8,8.5,9.0,8.0,7.2,8.1,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,4,1,,,,,,,,unresolvable,0,0.0
