brief_id,difficulty,variation,cycle,clarity,value_prop,cta,brand_voice,emotional_resonance,average_score,weakest_dimension,status,tokens_used,cost_usd
brief_004,hard,2,2,6.5,7.8,8.0,6.8,6.2,7.06,emotional_resonance,published,3500,0.0090375
brief_004,hard,3,1,,,,,,,,unresolvable,0,0.0
brief_004,hard,4,1,7.5,8.0,4.5,7.5,6.5,6.8,call_to_action,below_threshold,1500,0.0045000000000000005
brief_005,medium,0,1,7.8,8.5,8.0,8.2,7.5,8.0,emotional_resonance,published,1500,0.0045000000000000005
brief_005,medium,1,1,7.8,8.5,8.0,7.2,8.3,7.96,brand_voice,published,1500,0.0045000000000000005
brief_005,medium,2,1,7.8,9.2,9.0,8.5,8.8,8.66,clarity,published,1500,0.0045000000000000005
brief_005,medium,3,1,8.5,9.0,8.5,8.0,8.8,8.56,brand_voice,published,1500,0.0045000000000000005
brief_005,medium,4,1,8.5,9.0,8.5,8.0,9.2,8.64,brand_voice,published,1500,0.0045000000000000005
brief_006,easy,0,1,8.5,8.7,9.0,7.8,8.3,8.46,brand_voice,published,1500,0.0045000000000000005
brief_006,easy,1,1,8.5,8.7,9.0,8.3,8.0,8.5,emotional_resonance,published,1500,0.0045000000000000005
brief_006,easy,2,1,7.8,8.5,9.0,7.2,8.3,8.16,brand_voice,published,1500,0.0045000000000000005
brief_006,easy,3,1,8.5,8.8,9.0,8.0,7.8,8.42,emotional_resonance,published,1500,0.0045000000000000005
brief_006,easy,4,1,7.8,8.5,8.0,7.2,7.5,7.8,brand_voice,published,1500,0.0045000000000000005
brief_007,easy,0,1,8.5,8.0,4.5,7.5,7.0,7.1,call_to_action,published,1500,0.0045000000000000005
brief_007,easy,1,1,8.5,8.0,9.0,7.5,6.5,7.9,emotional_resonance,published,1500,0.0045000000000000005
brief_007,easy,2,1,8.5,8.0,5.5,7.5,6.5,7.2,call_to_action,published,1500,0.0045000000000000005
brief_007,easy,3,1,8.5,8.0,4.5,7.5,6.5,7.0,call_to_action,published,1500,0.0045000000000000005
brief_007,easy,4,1,8.5,8.0,5.5,7.5,6.5,7.2,call_to_action,published,1500,0.0045000000000000005
brief_008,medium,0,1,7.5,8.5,9.0,7.8,8.0,8.16,clarity,published,1500,0.0045000000000000005
brief_008,medium,1,1,7.8,8.5,9.0,7.5,7.2,8.0,emotional_resonance,published,1500,0.0045000000000000005
brief_008,medium,2,1,7.8,8.3,8.5,7.4,7.2,7.84,emotional_resonance,published,1500,0.0045000000000000005
brief_008,medium,3,1,8.5,8.7,9.0,8.3,7.8,8.46,emotional_resonance,published,1500,0.0045000000000000005
brief_008,medium,4,1,7.8,8.5,9.0,7.2,7.5,8.0,brand_voice,published,1500,0.0045000000000000005
brief_009,hard,0,1,6.5,8.0,8.5,7.0,8.0,7.6,clarity,published,1500,0.0045000000000000005
brief_009,hard,1,1,7.8,8.5,8.0,7.5,8.2,8.0,brand_voice,published,1500,0.0045000000000000005
brief_009,hard,2,1,7.8,8.5,9.0,7.2,7.5,8.0,brand_voice,published,1500,0.0045000000000000005
brief_009,hard,3,1,8.5,8.7,9.0,7.8,8.3,8.46,brand_voice,published,1500,0.0045000000000000005
brief_009,hard,4,1,6.5,7.8,8.5,6.8,7.2,7.36,clarity,published,1500,0.0045000000000000005
brief_010,medium,0,1,,,,,,,,unresolvable,0,0.0
brief_010,medium,1,1,6.5,8.0,4.0,7.5,7.0,6.6,call_to_action,below_threshold,3500,0.0090375
brief_010,medium,1,2,7.8,8.5,9.0,8.0,7.5,8.16,emotional_resonance,published,3500,0.0090375
brief_010,medium,2,1,6.5,7.8,4.2,7.3,6.8,6.52,call_to_action,below_threshold,3500,0.0090375
brief_010,medium,2,2,7.8,8.5,9.0,7.2,8.3,8.16,brand_voice,published,3500,0.0090375
brief_010,medium,3,1,6.5,5.5,3.0,7.0,7.5,5.9,call_to_action,below_threshold,3500,0.0090375
brief_010,medium,3,2,6.5,7.8,8.5,6.0,6.2,7.0,brand_voice,published,3500,0.0090375
brief_010,medium,4,1,6.5,8.0,8.5,7.5,6.0,7.3,emotional_resonance,published,1500,0.0045000000000000005
brief_011,hard,0,1,8.5,9.0,9.5,8.0,8.5,8.7,brand_voice,published,1500,0.0045000000000000005
brief_011,hard,1,1,,,,,,,,unresolvable,0,0.0
brief_011,hard,2,1,8.5,8.7,9.0,8.3,8.8,8.66,brand_voice,published,1500,0.0045000000000000005
brief_011,hard,3,1,7.8,8.5,8.7,8.2,7.9,8.22,clarity,published,1500,0.0045000000000000005
brief_011,hard,4,1,7.8,8.5,9.0,8.2,7.5,8.2,emotional_resonance,published,1500,0.0045000000000000005
brief_012,hard,0,1,8.5,8.0,4.5,7.5,7.0,7.1,call_to_action,published,1500,0.0045000000000000005
brief_012,hard,1,1,7.5,6.5,4.0,7.5,5.5,6.2,call_to_action,below_threshold,3500,0.0090375
brief_012,hard,1,2,6.5,8.0,8.5,7.5,6.0,7.3,emotional_resonance,published,3500,0.0090375
brief_012,hard,2,1,5.5,7.8,3.5,6.8,5.0,5.72,call_to_action,below_threshold,4000,0.009075000000000001
brief_012,hard,2,2,,,,,,,,scan_failed,4000,0.009075000000000001
brief_012,hard,2,3,6.5,8.0,3.5,7.5,6.0,6.3,call_to_action,below_threshold,4000,0.009075000000000001
brief_012,hard,3,1,6.5,7.8,4.0,7.2,6.8,6.46,call_to_action,below_threshold,3500,0.0090375
brief_012,hard,3,2,6.5,8.0,8.5,7.0,6.0,7.2,emotional_resonance,published,3500,0.0090375
brief_012,hard,4,1,7.5,8.0,5.5,7.8,6.5,7.06,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,0,1,7.8,8.0,4.5,7.2,7.5,7.0,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,1,1,7.8,8.3,4.2,7.6,7.9,7.16,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,2,1,7.8,8.3,4.2,7.6,7.4,7.06,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,3,1,,,,,,,,unresolvable,0,0.0
brief_013,hard,4,1,6.5,8.0,3.5,5.5,6.0,5.9,call_to_action,below_threshold,4000,0.009075
brief_013,hard,4,2,6.5,7.8,8.0,6.0,5.5,6.76,emotional_resonance,below_threshold,4000,0.009075
brief_013,hard,4,3,,,,,,,,scan_failed,4000,0.009075
brief_014,hard,0,1,8.5,8.0,9.0,7.5,6.5,7.9,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,1,1,8.5,7.8,8.0,6.5,5.8,7.32,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,2,1,8.5,7.8,9.0,6.5,5.5,7.46,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,3,1,8.5,7.8,8.7,6.8,6.5,7.66,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,4,1,8.5,7.8,8.0,7.2,6.5,7.6,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,0,1,6.5,7.8,8.5,7.2,6.8,7.36,clarity,published,1500,0.0045000000000000005
brief_015,medium,1,1,7.8,8.5,9.0,8.0,7.2,8.1,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,2,1,8.5,8.7,9.0,8.3,7.8,8.46,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,3,1,7.8,8.5,9.0,8.0,7.2,8.1,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,4,1,6.5,8.0,8.5,7.5,6.0,7.3,emotional_resonance,published,1500,0.0045000000000000005
