brief_id,difficulty,variation,cycle,clarity,value_prop,cta,brand_voice,emotional_resonance,average_score,weakest_dimension,status,tokens_used,cost_usd
brief_005,medium,2,1,7.8,8.5,9.0,8.2,8.7,8.44,clarity,published,1500,0.0045000000000000005
brief_005,medium,3,1,7.8,8.5,8.0,8.2,8.7,8.24,clarity,published,1500,0.0045000000000000005
brief_005,medium,4,1,8.5,9.0,9.5,8.0,8.5,8.7,brand_voice,published,1500,0.0045000000000000005
brief_006,easy,0,1,7.8,8.3,8.7,7.2,7.9,7.98,brand_voice,published,1500,0.0045000000000000005
brief_006,easy,1,1,8.5,9.0,9.5,8.0,8.5,8.7,brand_voice,published,1500,0.0045000000000000005
brief_006,easy,2,1,8.5,8.7,9.0,8.3,7.8,8.46,emotional_resonance,published,1500,0.0045000000000000005
brief_006,easy,3,1,8.5,8.7,9.0,8.3,7.8,8.46,emotional_resonance,published,1500,0.0045000000000000005
brief_006,easy,4,1,7.8,8.5,9.0,7.2,7.5,8.0,brand_voice,published,1500,0.0045000000000000005
brief_007,easy,0,1,8.5,8.0,4.5,7.5,7.0,7.1,call_to_action,published,1500,0.0045000000000000005
brief_007,easy,1,1,8.5,8.0,4.5,7.5,7.0,7.1,call_to_action,published,1500,0.0045000000000000005
brief_007,easy,2,1,8.5,8.8,5.2,7.8,6.5,7.36,call_to_action,published,1500,0.0045000000000000005
brief_007,easy,3,1,8.5,8.0,5.5,7.5,7.0,7.3,call_to_action,published,1500,0.0045000000000000005
brief_007,easy,4,1,8.5,8.0,4.5,7.5,6.5,7.0,call_to_action,published,1500,0.0045000000000000005
brief_008,medium,0,1,7.8,8.5,8.0,6.5,7.5,7.66,brand_voice,published,1500,0.0045000000000000005
brief_008,medium,1,1,7.8,8.5,9.0,7.5,7.0,7.96,emotional_resonance,published,1500,0.0045000000000000005
brief_008,medium,2,1,7.8,8.5,9.0,7.5,7.0,7.96,emotional_resonance,published,1500,0.0045000000000000005
brief_008,medium,3,1,8.5,8.0,9.0,7.5,7.0,8.0,emotional_resonance,published,1500,0.0045000000000000005
brief_008,medium,4,1,8.5,9.0,9.5,8.0,7.5,8.5,emotional_resonance,published,1500,0.0045000000000000005
brief_009,hard,0,1,6.5,8.0,8.5,7.5,8.0,7.7,clarity,published,1500,0.0045000000000000005
brief_009,hard,1,1,7.8,8.3,8.5,7.2,7.4,7.84,brand_voice,published,1500,0.0045000000000000005
brief_009,hard,2,1,7.8,8.5,8.7,7.2,7.6,7.96,brand_voice,published,1500,0.0045000000000000005
brief_009,hard,3,1,7.8,8.5,8.0,7.2,8.3,7.96,brand_voice,published,1500,0.0045000000000000005
brief_009,hard,4,1,6.5,7.8,8.5,6.0,7.2,7.2,brand_voice,published,1500,0.0045000000000000005
brief_010,medium,0,1,6.5,7.8,4.0,7.2,8.0,6.7,call_to_action,below_threshold,5500,0.013575
brief_010,medium,0,2,6.5,7.8,3.5,7.2,6.8,6.36,call_to_action,below_threshold,5500,0.013575
brief_010,medium,0,3,6.5,7.8,3.5,7.2,6.8,6.36,call_to_action,below_threshold,5500,0.013575
brief_010,medium,1,1,6.5,8.0,4.0,7.5,7.0,6.6,call_to_action,below_threshold,3500,0.0090375
brief_010,medium,1,2,6.5,8.0,8.5,7.0,7.5,7.5,clarity,published,3500,0.0090375
brief_010,medium,2,1,6.5,7.8,4.2,7.3,7.0,6.56,call_to_action,below_threshold,1500,0.0045000000000000005
brief_010,medium,3,1,6.5,5.8,3.5,7.2,6.8,5.96,call_to_action,below_threshold,1500,0.0045000000000000005
brief_010,medium,4,1,6.5,5.8,4.0,7.2,7.8,6.26,call_to_action,below_threshold,3500,0.0090375
brief_010,medium,4,2,8.5,8.0,9.0,7.5,7.0,8.0,emotional_resonance,published,3500,0.0090375
brief_011,hard,0,1,7.8,8.5,9.0,8.2,8.7,8.44,clarity,published,1500,0.0045000000000000005
brief_011,hard,1,1,8.5,9.0,9.5,8.0,7.5,8.5,emotional_resonance,published,1500,0.0045000000000000005
brief_011,hard,2,1,7.8,8.5,9.0,8.0,8.7,8.4,clarity,published,1500,0.0045000000000000005
brief_011,hard,3,1,7.8,8.5,9.0,8.2,8.0,8.3,clarity,published,1500,0.0045000000000000005
brief_011,hard,4,1,,,,,,,,unresolvable,0,0.0
brief_012,hard,0,1,8.5,8.0,4.5,7.5,7.8,7.26,call_to_action,published,1500,0.0045000000000000005
brief_012,hard,1,1,7.5,5.5,3.5,7.0,6.0,5.9,call_to_action,below_threshold,1500,0.0045000000000000005
brief_012,hard,2,1,6.5,8.0,4.5,7.5,6.8,6.66,call_to_action,below_threshold,3500,0.0090375
brief_012,hard,2,2,6.5,8.0,8.5,7.5,7.0,7.5,clarity,published,3500,0.0090375
brief_012,hard,3,1,6.5,7.8,4.0,7.2,5.5,6.2,call_to_action,below_threshold,3500,0.0090375
brief_012,hard,3,2,6.5,7.8,8.5,7.2,6.8,7.36,clarity,published,3500,0.0090375
brief_012,hard,4,1,7.5,8.0,4.5,7.8,6.5,6.86,call_to_action,below_threshold,3500,0.0090375
brief_012,hard,4,2,6.5,8.0,8.5,7.5,7.0,7.5,clarity,published,3500,0.0090375
brief_013,hard,0,1,7.8,8.5,4.2,7.5,7.9,7.18,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,1,1,7.8,8.5,5.2,8.0,7.5,7.4,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,2,1,7.8,8.5,4.2,7.5,7.9,7.18,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,3,1,7.8,8.3,4.2,7.4,8.1,7.16,call_to_action,published,1500,0.0045000000000000005
brief_013,hard,4,1,8.5,9.0,9.5,8.0,7.5,8.5,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,0,1,8.5,7.8,9.0,7.2,6.8,7.86,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,1,1,8.5,8.0,9.0,7.5,7.8,8.16,brand_voice,published,1500,0.0045000000000000005
brief_014,hard,2,1,8.5,8.0,9.0,7.0,6.5,7.8,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,3,1,8.5,8.0,9.0,7.5,7.0,8.0,emotional_resonance,published,1500,0.0045000000000000005
brief_014,hard,4,1,8.5,6.8,9.0,7.8,6.5,7.72,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,0,1,8.5,8.0,8.5,7.5,7.0,7.9,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,1,1,6.5,8.0,9.0,7.5,6.0,7.4,emotional_resonance,published,1500,0.0045000000000000005
brief_015,medium,2,1,6.5,7.8,8.5,7.2,7.0,7.4,clarity,published,1500,0.0045000000000000005
brief_015,medium,3,1,6.5,7.8,8.5,7.5,6.8,7.42,clarity,published,1500,0.0045000000000000005
brief_015,medium,4,1,7.5,7.8,8.5,7.2,6.8,7.56,emotional_resonance,published,1500,0.0045000000000000005
